source_id	target_id	relationship	directed	interaction_scope	evidence_type	experimental_methods	affinity_type	affinity_value	affinity_unit	partner_construct	host_construct	source_database	source_record_id	publication_id	publication_year	retrieval_date	confidence	isoform_assignment	notes
NCBI_Gene:1915	HIV1_RT	interacts	false	direct_physical_interaction	biophysical_and_cellular	biolayer interferometry; co-immunoprecipitation	KD	3-4	nM	HIV-1 RT p66/p51 heterodimer and RT subunits	full-length human EEF1A1 with C-terminal MYC/DDK tag	Primary literature	Li_et_al_2015_PLoS_Pathogens	DOI:10.1371/journal.ppat.1005289	2015	2026-08-20	direct_experimental	EEF1A1	The publication explicitly defines eEF1A1 as eEF1A and uses purified full-length human EEF1A1 in BLI experiments.
