compound_id	best_metapath	best_target_gene	dwpc_at_best	p_cell_min	p_minp	q_bh	p_bonferroni	p_westfall_young	n_permutations	significant_bh	significant_bonferroni	significant_wy
CHEMBL1406361	CsGiG	EEF1A2	0.0367210942289852	0.04459554044595541	0.12218778122187782	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1423731	CsGiG	EEF1A2	0.0367210942289852	0.0456954304569543	0.1222877712228777	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1583837	CsGiG	EEF1A2	0.0367210942289852	0.043995600439956005	0.12238776122387761	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1310144	CsGiG	EEF1A2	0.0367210942289852	0.045295470452954706	0.12258774122587741	0.2820827965050385	1.0	1.0	10000	False	False	False
PUBCHEM:72193709	CsGiG	EEF1A2	0.0367210942289852	0.0448955104489551	0.12268773122687732	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL215645	CsGiG	EEF1A2	0.0367210942289852	0.044295570442955706	0.12288771122887711	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1569984	CsGiG	EEF1A2	0.0367210942289852	0.0466953304669533	0.12298770122987701	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1587117	CsGiG	EEF1A2	0.0367210942289852	0.0458954104589541	0.12298770122987701	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1230866	CsGiG	EEF1A2	0.0367210942289852	0.045495450454954504	0.12318768123187682	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1732490	CsGiG	EEF1A2	0.0367210942289852	0.046495350464953504	0.1232876712328767	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL151763	CsGiG	EEF1A2	0.0367210942289852	0.04609539046095391	0.12338766123387661	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1496413	CsGiG	EEF1A2	0.0367210942289852	0.0438956104389561	0.12338766123387661	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1255782	CsGiG	EEF1A2	0.0367210942289852	0.044795520447955206	0.12348765123487651	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1503659	CsGiG	EEF1A2	0.0367210942289852	0.044795520447955206	0.12358764123587641	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1241153	CsGiG	EEF1A2	0.0367210942289852	0.0448955104489551	0.12358764123587641	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3193530	CsGiG	EEF1A2	0.0367210942289852	0.045295470452954706	0.12368763123687632	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL348107	CsGiG	EEF1A2	0.0367210942289852	0.0451954804519548	0.12378762123787622	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1518184	CsGiG	EEF1A2	0.0367210942289852	0.045995400459954004	0.12378762123787622	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3195389	CsGiG	EEF1A2	0.0367210942289852	0.04709529047095291	0.12388761123887611	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL2105994	CsGiG	EEF1A2	0.0367210942289852	0.0458954104589541	0.12408759124087591	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1495977	CsGiG	EEF1A2	0.0367210942289852	0.0448955104489551	0.12418758124187582	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1240927	CsGiG	EEF1A2	0.0367210942289852	0.0463953604639536	0.12428757124287572	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3199915	CsGiG	EEF1A2	0.0367210942289852	0.045295470452954706	0.12438756124387561	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL405317	CsGiG	EEF1A2	0.0367210942289852	0.046795320467953205	0.12458754124587541	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1605795	CsGiG	EEF1A2	0.0367210942289852	0.046495350464953504	0.12458754124587541	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3195657	CsGiG	EEF1A2	0.0367210942289852	0.04609539046095391	0.12458754124587541	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL261123	CsGiG	EEF1A2	0.0367210942289852	0.046795320467953205	0.12478752124787522	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1392611	CsGiG	EEF1A2	0.0367210942289852	0.04659534046595341	0.12488751124887511	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3192138	CsGiG	EEF1A2	0.0367210942289852	0.044495550444955505	0.12518748125187482	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL2004141	CsGiG	EEF1A2	0.0367210942289852	0.046795320467953205	0.1252874712528747	0.2820827965050385	1.0	1.0	10000	False	False	False
PUBCHEM:5321487	CsGiG	EEF1A2	0.0367210942289852	0.04689531046895311	0.1254874512548745	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1569988	CsGiG	EEF1A2	0.0367210942289852	0.04739526047395261	0.1254874512548745	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1361922	CsGiG	EEF1A2	0.0367210942289852	0.045495450454954504	0.1254874512548745	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1330583	CsGiG	EEF1A2	0.0367210942289852	0.045995400459954004	0.1254874512548745	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1098659	CsGiG	EEF1A2	0.0367210942289852	0.047495250474952504	0.1255874412558744	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1376	CsGiG	EEF1A2	0.0367210942289852	0.045995400459954004	0.1257874212578742	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1583768	CsGiG	EEF1A2	0.0367210942289852	0.0435956404359564	0.12588741125887412	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1910655	CsGiG	EEF1A2	0.0367210942289852	0.0471952804719528	0.125987401259874	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL3191946	CsGiG	EEF1A2	0.0367210942289852	0.04739526047395261	0.125987401259874	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1312738	CsGiG	EEF1A2	0.0367210942289852	0.04709529047095291	0.125987401259874	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1363796	CsGiG	EEF1A2	0.0367210942289852	0.04659534046595341	0.1260873912608739	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1507250	CsGiG	EEF1A2	0.0367210942289852	0.047595240475952406	0.12618738126187382	0.2820827965050385	1.0	1.0	10000	False	False	False
PUBCHEM:197474	CsGiG	EEF1A2	0.0367210942289852	0.045795420457954206	0.1262873712628737	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1417851	CsGiG	EEF1A2	0.0367210942289852	0.049295070492950704	0.12638736126387362	0.2820827965050385	1.0	1.0	10000	False	False	False
CHEMBL1213327	CsGiG	EEF1A2	0.0367210942289852	0.0481951804819518	0.1264873512648735	0.2820827965050385	1.0	1.0	10000	False	False	False
