rank_network,rank_chemistry,compound_id,pref_name,best_metapath,best_target_gene,dwpc_at_best,p_cell_min,p_minp,q_bh,p_bonferroni,p_westfall_young,significant_bh,significant_bonferroni,significant_wy,edge_layers,n_seed_targets,pchembl_max,evidence_types,chembl_targets,stitch_score_max,stitch_experimental_max,stitch_database_max,stitch_textmining_max_discarded,stitch_targets,binds_eef1a_directly,substrate_relation_only,seed_targets,evidence_grade,assay_protein,n_supporting_assays,max_seed_proteins_in_one_document,example_assay_description,tractable_small_molecule,nucleotide_cofactor,structural_exclusion_reason,n_heavy_atoms,n_rings,max_phase,alogp,mw,n_vendors,example_vendors,canonical_smiles,inchikey,pubchem_cid,structure_source
12,45.0,CHEMBL1232461,MOLIBRESIB,CbGpPW,EEF1A2,0.2014238313290769,0.0001999800019998,0.000999900009999,0.0308738356933537,0.445955404459554,0.1114888511148885,True,False,False,ChEMBL,3,5.46,IC50,EEF1D|EEF1G|RPS3A,,,,,,False,False,EEF1D|EEF1G|RPS3A,proteome_readout,EEF1D,6.0,3.0,Inhibition of EEF1D (unknown origin) assessed as fold change at 10 uM incubated for 1 hr by colloidal coomassie staining based LC-MS/MS analysis,True,False,,30,4,2.0,3.66,423.90400000000017,73,001Chemical; 10X CHEM; 1st Scientific; A2B Chem; AA BLOCKS,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21,AAAQFGUYHFJNHI-SFHVURJKSA-N,46943432.0,ChEMBL
