rank_network,rank_chemistry,compound_id,pref_name,best_metapath,best_target_gene,dwpc_at_best,p_cell_min,p_minp,q_bh,p_bonferroni,p_westfall_young,significant_bh,significant_bonferroni,significant_wy,edge_layers,n_seed_targets,pchembl_max,pchembl_EEF1A1,pchembl_EEF1A2,paralogue_log_selectivity,evidence_types,chembl_targets,stitch_score_max,stitch_experimental_max,stitch_database_max,stitch_textmining_max_discarded,stitch_targets,binds_eef1a_directly,substrate_relation_only,seed_targets,evidence_grade,assay_protein,n_supporting_assays,max_seed_proteins_in_one_document,example_assay_description,tractable_small_molecule,nucleotide_cofactor,structural_exclusion_reason,n_heavy_atoms,n_rings,sa_score,max_phase,alogp,mw,n_vendors,example_vendors,canonical_smiles,inchikey,pubchem_cid,structure_source
43,,PUBCHEM:18931838,AGN-PC-0BUEPK,CsGiG,EEF1A2,0.0852885491135841,0.000999900009999,0.0032996700329967,0.0308738356933537,1.0,0.5908409159084091,True,False,False,STITCH,2,,,,,,,644.0,644.0,0.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); acyclic; MW 114 < 250; 5 heavy atoms < 18,5,0,5.07,,,114.14699999999999,0,,[H+].[H+].[O-]S(=O)(=S)[O-],,18931838.0,
45,,CHEMBL359504,malonate,CsGpPW,EEF1A2,0.0440893368118838,0.0012998700129987,0.0033996600339966,0.0308738356933537,1.0,0.7011298870112989,True,False,False,STITCH,1,,,,,,,561.0,561.0,0.0,0.0,EEF1G,False,True,EEF1G,stitch_only,,,,,False,False,acyclic; MW 104 < 250; 7 heavy atoms < 18,7,0,2.05,,,104.06099999999999,0,,C(C(=O)O)C(=O)O,,,ChEMBL
45,,PUBCHEM:5287712,atrazine-glutathione conjugate,CsGpPW,EEF1A2,0.0440893368118838,0.0011998800119988,0.0033996600339966,0.0308738356933537,1.0,0.6672332766723328,True,False,False,STITCH,1,,,,,,,535.0,535.0,0.0,262.0,EEF1G,False,True,EEF1G,stitch_only,,,,,True,False,,33,1,3.56,,,486.55500000000023,25,10X CHEM; A2B Chem; AA BLOCKS; Angene Chemical; BLD Pharm,CCNC1=NC(=NC(=N1)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)NC(C)C,,5287712.0,
47,,CHEMBL2146121,calcium ions,CsGiG,EEF1A2,0.091905738977668,0.000999900009999,0.0034996500349965,0.0308738356933537,1.0,0.5908409159084091,True,False,False,STITCH,3,,,,,,,644.0,644.0,0.0,102.0,EEF1G|PAPSS1|PAPSS2,False,True,EEF1G|PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 40 < 250; 1 heavy atoms < 18,1,0,7.75,,,40.078,0,,[Ca+2],,,ChEMBL
48,,CHEMBL1235226,diethylene glycol,CsGiG,EEF1A2,0.0852885491135841,0.0011998800119988,0.0035996400359964,0.0308738356933537,1.0,0.6672332766723328,True,False,False,STITCH,2,,,,,,,644.0,644.0,0.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,False,acyclic; MW 106 < 250; 7 heavy atoms < 18,7,0,2.16,,,106.12099999999998,0,,C(COCCO)O,,,ChEMBL
48,,CHEMBL345292,S-hexylglutathione,CsGpPW,EEF1A2,0.0440893368118838,0.0013998600139986,0.0035996400359964,0.0308738356933537,1.0,0.732026797320268,True,False,False,STITCH,1,,,,,,,514.0,514.0,0.0,256.0,EEF1G,False,True,EEF1G,stitch_only,,,,,False,False,acyclic,26,0,3.65,,,392.49800000000016,0,,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+],,,ChEMBL
48,,PUBCHEM:10214,3'-phosphoadenosine 5'-phosphosulfate,CsGiG,EEF1A2,0.0852885491135841,0.0010998900109989,0.0035996400359964,0.0308738356933537,1.0,0.6305369463053695,True,False,False,STITCH,2,,,,,,,994.0,939.0,900.0,893.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,True,True,,31,3,4.45,,,507.26700000000017,19,"AKos Consulting & Solutions; AiFChem, an XtalPi Company; Angene Chemical; BLD Pharm; BOC Sciences",C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,,10214.0,
48,,PUBCHEM:18628280,hydron;phosphonato phosphate,CsGiG,EEF1A2,0.0852885491135841,0.000999900009999,0.0035996400359964,0.0308738356933537,1.0,0.5908409159084091,True,False,False,STITCH,2,,,,,,,644.0,644.0,0.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); acyclic; MW 176 < 250; 9 heavy atoms < 18,9,0,5.74,,,175.957,0,,[H+].[H+].[O-]P(=O)([O-])OP(=O)([O-])[O-],,18628280.0,
48,,PUBCHEM:20042692,hydron;sulfate,CsGiG,EEF1A2,0.1155794387967333,0.000999900009999,0.0035996400359964,0.0308738356933537,1.0,0.5908409159084091,True,False,False,STITCH,5,,,,,,,865.0,865.0,0.0,0.0,EEF1A2|EEF1G|ETF1|PAPSS1|PAPSS2,True,False,EEF1A2|EEF1G|ETF1|PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); acyclic; MW 97 < 250; 5 heavy atoms < 18,5,0,4.35,,,97.07099999999998,0,,[H-].[O-]S(=O)(=O)[O-],,20042692.0,
53,,PUBCHEM:4631220,AC1NRB2Z,CsGpPW,EEF1A2,0.0440893368118838,0.0015998400159984,0.0038996100389961,0.0312951161024248,1.0,0.7841215878412159,True,False,False,STITCH,1,,,,,,,573.0,573.0,0.0,0.0,EEF1G,False,True,EEF1G,stitch_only,,,,,True,False,,21,1,2.79,,,314.382,0,,CC(C)N(C1=CC=C(C=C1)F)C(=O)CSCC(C(=O)O)N,,4631220.0,
54,,CHEMBL1230989,AMP-PNP,CsGiG,EEF1A2,0.0852885491135841,0.0011998800119988,0.003999600039996,0.0312951161024248,1.0,0.6672332766723328,True,False,False,STITCH,2,,,,,,,701.0,701.0,0.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,True,True,,31,3,4.63,,,506.1980000000001,0,,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O,,,ChEMBL
54,,CHEMBL1234276,2-(N-morpholino)ethanesulfonic acid,CsGiG,EEF1A2,0.091905738977668,0.0010998900109989,0.003999600039996,0.0312951161024248,1.0,0.6305369463053695,True,False,False,STITCH,3,,,,,,,644.0,644.0,0.0,289.0,EEF1G|PAPSS1|PAPSS2,False,True,EEF1G|PAPSS1|PAPSS2,stitch_only,,,,,False,False,MW 195 < 250; 12 heavy atoms < 18,12,1,2.14,,,195.24,0,,C1COCCN1CCS(=O)(=O)O,,,ChEMBL
54,,PUBCHEM:440758,adenosine 5'-phosphoselenate,CsGiG,EEF1A2,0.0852885491135841,0.0011998800119988,0.003999600039996,0.0312951161024248,1.0,0.6672332766723328,True,False,False,STITCH,2,,,,,,,800.0,0.0,800.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,True,contains metal/metalloid,27,3,4.67,,,474.1810000000001,3,BenchChem; EvitaChem; RR Scientific,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)O)O,,440758.0,
54,,PUBCHEM:783,hydrogen,CsGiG,EEF1A2,0.0852885491135841,0.0010998900109989,0.003999600039996,0.0312951161024248,1.0,0.6305369463053695,True,False,False,STITCH,2,,,,,,,900.0,0.0,900.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); acyclic; MW 2 < 250; 0 heavy atoms < 18,0,0,7.75,,,2.016,114,A2B Chem; A2B Chem; AA BLOCKS; AA BLOCKS; AKos Consulting & Solutions,[HH],,783.0,
58,,PUBCHEM:24892762,C05696,CsGiG,EEF1A2,0.0852885491135841,0.0013998600139986,0.0045995400459954,0.0353688769054129,1.0,0.732026797320268,True,False,False,STITCH,2,,,,,,,800.0,0.0,800.0,0.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,True,contains metal/metalloid,31,3,4.86,,,554.1600000000003,1,BenchChem,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O[Se](=O)(=O)O)OP(=O)(O)O)O,,24892762.0,
59,,PUBCHEM:20395750,"ethane-1,2-diol;hydron",CsGiG,EEF1A2,0.091905738977668,0.0012998700129987,0.0046995300469953,0.0355252610332187,1.0,0.7011298870112989,True,False,False,STITCH,3,,,,,,,644.0,644.0,0.0,0.0,EEF1G|PAPSS1|PAPSS2,False,True,EEF1G|PAPSS1|PAPSS2,stitch_only,,,,,False,False,acyclic; MW 63 < 250; 4 heavy atoms < 18,4,0,2.84,,,63.07600000000001,0,,[H+].C(CO)O,,20395750.0,
60,,PUBCHEM:23977,cobalt,CsGiG,EEF1A2,0.0852885491135841,0.0013998600139986,0.0048995100489951,0.0364196913641969,1.0,0.732026797320268,True,False,False,STITCH,2,,,,,,,644.0,644.0,0.0,105.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 118 < 250; 2 heavy atoms < 18,2,0,6.69,,,117.866,0,,[Co].[Co],,23977.0,
61,,PUBCHEM:990,3'-phosphoadenosine 5'-phosphosulfate,CsGiG,EEF1A2,0.0852885491135841,0.0013998600139986,0.004999500049995,0.0365537216770126,1.0,0.732026797320268,True,False,False,STITCH,2,,,,,,,994.0,939.0,900.0,893.0,PAPSS1|PAPSS2,False,True,PAPSS1|PAPSS2,stitch_only,,,,,True,True,,31,3,4.45,,,507.26700000000017,3,A2B Chem; AA BLOCKS; NewCan Biotech,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O,,990.0,
62,,CHEMBL1200391,Tris-HCl,CsGiG,EEF1A2,0.091905738977668,0.0013998600139986,0.0051994800519948,0.037402711341769,1.0,0.732026797320268,True,False,False,STITCH,3,,,,,,,644.0,644.0,0.0,144.0,EEF1G|PAPSS1|PAPSS2,False,True,EEF1G|PAPSS1|PAPSS2,stitch_only,,,,,False,False,acyclic; MW 121 < 250; 8 heavy atoms < 18,8,0,3.16,,,121.136,0,,C(C(CO)(CO)N)O,,,ChEMBL
63,,CHEMBL457299,polyethylene glycol,CsGiG,EEF1A2,0.091905738977668,0.0014998500149985,0.0053994600539946,0.038224748953676,1.0,0.7609239076092391,True,False,False,STITCH,3,,,,,,,644.0,644.0,0.0,218.0,EEF1G|PAPSS1|PAPSS2,False,True,EEF1G|PAPSS1|PAPSS2,stitch_only,,,,,False,False,acyclic; MW 62 < 250; 4 heavy atoms < 18,4,0,2.28,,,62.068000000000005,0,,C(CO)O,,,ChEMBL
64,5.0,CHEMBL3752910,,CbGiG,EEF1A1,0.4173306289570891,0.0006999300069993,0.0060993900609939,0.0425051244875512,1.0,0.4534546545345465,True,False,False,ChEMBL,10,8.41,,,,Kd,EEF1D|EEF1G|RAN|RPL18A|RPL3|RPL4|RPL7|RPS2|RPS3|RPS3A,,,,,,False,False,EEF1D|EEF1G|RAN|RPL18A|RPL3|RPL4|RPL7|RPS2|RPS3|RPS3A,multiplexed_pulldown,RPS3A,1.0,10.0,Binding affinity to human RPS3A incubated for 45 mins by Kinobead based pull down assay,True,False,,37,5,2.52,,5.75,503.48800000000017,68,001Chemical; 10X CHEM; A2B Chem; AA BLOCKS; AChemBlock,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,ZCCPLJOKGAACRT-UHFFFAOYSA-N,16747388.0,ChEMBL
65,,CHEMBL254951,2-mercaptoethanol,CsGpPW,EEF1A2,0.0334134691061145,0.0036996300369963,0.0134986501349865,0.0925695309256953,1.0,0.9724027597240276,False,False,False,STITCH,2,,,,,,,644.0,644.0,0.0,0.0,EEF1G|RPS2,False,False,EEF1G|RPS2,stitch_only,,,,,False,False,acyclic; MW 78 < 250; 4 heavy atoms < 18,4,0,3.02,,,78.136,0,,C(CS)O,,,ChEMBL
66,6.0,CHEMBL1802973,,CbGpBP,EEF1A2,0.1424255731043326,0.0017998200179982,0.0136986301369863,0.0925695309256953,1.0,0.8212178782121787,False,False,False,ChEMBL,2,8.34,7.24,8.34,-1.1,Kd,EEF1A1|EEF1A2,,,,,,True,False,EEF1A1|EEF1A2,direct_biophysical,EEF1A1,7.0,2.0,Binding affinity to eEF1A1 expressed in human MDA-MB-231 cells using 1 uM biotinylated compound immobilized on streptavidin sensor chip by surface plasmon resonance method,True,False,,40,4,3.47,,5.38,548.6400000000003,0,,CC(C)C[C@H](NC(=O)c1ccc(-c2cc(=O)c3cc([N+](=O)[O-])c(N[C@H](C)C4CCCCC4)cc3o2)cc1)C(N)=O,OYKRHXHJPJWNMX-KOSHJBKYSA-N,53361218.0,ChEMBL
67,4.0,CHEMBL1802814,,CbGpBP,EEF1A2,0.1424255731043326,0.0021997800219978,0.0166983301669833,0.111156048574247,1.0,0.8812118788121188,False,False,False,ChEMBL,2,8.43,8.43,8.31,0.12,Kd,EEF1A1|EEF1A2,,,,,,True,False,EEF1A1|EEF1A2,direct_biophysical,EEF1A1,2.0,2.0,Binding affinity to eEF1A1 in human MDA-MB-231 cells using biotinylated compound using Western blot analysis based pull down assay,True,False,,48,6,3.73,,7.33,649.7919999999999,0,,COc1ccc(Nc2nc3cc4c(=O)cc(-c5ccc(C(=O)N[C@@H](CC(C)C)C(N)=O)cc5)oc4cc3n2[C@H](C)C2CCCCC2)cc1,JEZQQOPCGJRMDS-IPBJYNAHSA-N,53362901.0,ChEMBL
68,,CHEMBL284377,phospho-serine,CsGpPW,EEF1A1,0.0428892327237658,0.0085991400859914,0.0251974802519748,0.1648096059959221,1.0,1.0,False,False,False,STITCH,1,,,,,,,741.0,741.0,0.0,165.0,EEF1A2,True,False,EEF1A2,stitch_only,,,,,False,False,acyclic; MW 185 < 250; 11 heavy atoms < 18,11,0,3.05,,,185.072,0,,C(C(C(=O)O)N)OP(=O)(O)O,,,ChEMBL
69,,CHEMBL1418244,pSer,CsGpPW,EEF1A1,0.0428892327237658,0.0086991300869913,0.0254974502549745,0.1648096059959221,1.0,1.0,False,False,False,STITCH,1,,,,,,,741.0,741.0,0.0,165.0,EEF1A2,True,False,EEF1A2,stitch_only,,,,,False,False,acyclic; MW 185 < 250; 11 heavy atoms < 18,11,0,3.05,,,185.072,0,,C(C(C(=O)O)N)OP(=O)(O)O,,,ChEMBL
70,2.0,CHEMBL1802815,,CbGpBP,EEF1A2,0.1424255731043326,0.0031996800319968,0.0258974102589741,0.1650034996500349,1.0,0.9534046595340466,False,False,False,ChEMBL,2,8.61,8.09,8.61,-0.52,Kd,EEF1A1|EEF1A2,,,,,,True,False,EEF1A1|EEF1A2,direct_biophysical,EEF1A1,2.0,2.0,Binding affinity to eEF1A1 in human MDA-MB-231 cells using biotinylated compound using Western blot analysis based pull down assay,True,False,,46,6,3.19,,5.75,613.7180000000001,0,,CC(C)CNc1nc2cc3c(=O)cc(-c4ccc(C(=O)N[C@@H](Cc5ccccc5)C(N)=O)cc4)oc3cc2n1Cc1ccccc1,XDQGSQOIWVSUFW-PMERELPUSA-N,56662893.0,ChEMBL
71,,CHEMBL1261,citric acid,CsGiG,EEF1A2,0.0819156981013864,0.0078992100789921,0.0294970502949705,0.1827178393271784,1.0,1.0,False,False,False,STITCH,4,,,,,,,644.0,644.0,0.0,125.0,EEF1G|PAPSS1|PAPSS2|RPL4,False,False,EEF1G|PAPSS1|PAPSS2|RPL4,stitch_only,,,,,False,False,acyclic; MW 192 < 250; 13 heavy atoms < 18,13,0,2.45,,,192.12300000000002,0,,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,,ChEMBL
71,,PUBCHEM:3246323,O-phosphothreonine,CsGpPW,EEF1A1,0.0428892327237658,0.0107989201079892,0.0294970502949705,0.1827178393271784,1.0,1.0,False,False,False,STITCH,1,,,,,,,741.0,741.0,0.0,0.0,EEF1A2,True,False,EEF1A2,stitch_only,,,,,False,False,acyclic; MW 199 < 250; 12 heavy atoms < 18,12,0,3.58,,,199.099,59,10X CHEM; 10X CHEM; A2B Chem; A2B Chem; AA BLOCKS,CC(C(C(=O)O)N)OP(=O)(O)O,,3246323.0,
73,,CHEMBL1742182,O-phosphothreonine,CsGpPW,EEF1A1,0.0428892327237658,0.0120987901209879,0.0313968603139686,0.191821913699041,1.0,1.0,False,False,False,STITCH,1,,,,,,,741.0,741.0,0.0,0.0,EEF1A2,True,False,EEF1A2,stitch_only,,,,,False,False,acyclic; MW 199 < 250; 12 heavy atoms < 18,12,0,3.58,,,199.099,0,,CC(C(C(=O)O)N)OP(=O)(O)O,,,ChEMBL
74,28.0,CHEMBL3301622,GILTERITINIB,CbGpMF,EEF1A2,0.0936799497102523,0.0101989801019898,0.0548945105489451,0.2820827965050385,1.0,1.0,False,False,False,ChEMBL,1,6.12,,,,Kd,RAN,,,,,,False,False,RAN,proteome_readout,RAN,1.0,1.0,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",True,False,,40,5,2.97,4.0,2.7,552.7240000000003,82,001Chemical; 10X CHEM; 1st Scientific; A2B Chem; AA BLOCKS,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,GYQYAJJFPNQOOW-UHFFFAOYSA-N,49803313.0,ChEMBL
75,,CHEMBL1627076,guanylate,CsGpPW,EEF1A1,0.0493551383964375,0.0182981701829817,0.0580941905809419,0.2820827965050385,1.0,1.0,False,False,False,STITCH,2,,,,,,,704.0,704.0,0.0,0.0,EEF1A2|RPS2,True,False,EEF1A2|RPS2,stitch_only,,,,,True,True,,24,3,3.96,,,363.223,0,,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,,,ChEMBL
76,,PUBCHEM:46936762,DB03708,CsGiG,EEF1A2,0.0520228324449578,0.018998100189981,0.0598940105989401,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,0.0,800.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,True,,27,3,4.21,,,427.2880000000001,0,,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)O)O,,46936762.0,
77,,CHEMBL1627075,poly-C,CsGiG,EEF1A2,0.0801410308060595,0.0164983501649835,0.0605939406059394,0.2820827965050385,1.0,1.0,False,False,False,STITCH,5,,,,,,,900.0,644.0,900.0,104.0,RPL3|RPL4|RPL7|RPS2|ST6GALNAC1,False,False,RPL3|RPL4|RPL7|RPS2|ST6GALNAC1,stitch_only,,,,,True,True,,21,2,3.83,,,323.198,0,,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,,,ChEMBL
78,,PUBCHEM:12876354,GGZ,CsGiG,EEF1A2,0.0520228324449578,0.0198980101989801,0.0606939306069393,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,800.0,0.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,True,,30,4,4.81,,,489.2520000000002,3,Alfa Chemistry; BLD Pharm; BOC Sciences,C1=NC2=C(C(=N1)N)N=CN2C3C4C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O4)O,,12876354.0,
79,,CHEMBL1329786,poly-C,CsGiG,EEF1A2,0.0801410308060595,0.0166983301669833,0.0607939206079392,0.2820827965050385,1.0,1.0,False,False,False,STITCH,5,,,,,,,900.0,644.0,900.0,104.0,RPL3|RPL4|RPL7|RPS2|ST6GALNAC1,False,False,RPL3|RPL4|RPL7|RPS2|ST6GALNAC1,stitch_only,,,,,True,True,,21,2,3.83,,,323.198,0,,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,,,ChEMBL
80,,CHEMBL1232391,magic bullet,CsGiG,EEF1A2,0.0520228324449578,0.0194980501949805,0.0608939106089391,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,False,False,acyclic; MW 154 < 250; 8 heavy atoms < 18,8,0,4.38,,,154.25599999999997,0,,C(C(C(CS)O)O)S,,,ChEMBL
81,,CHEMBL1242996,guanylate,CsGpPW,EEF1A1,0.0493551383964375,0.0193980601939806,0.0616938306169383,0.2820827965050385,1.0,1.0,False,False,False,STITCH,2,,,,,,,704.0,704.0,0.0,0.0,EEF1A2|RPS2,True,False,EEF1A2|RPS2,stitch_only,,,,,True,True,,24,3,3.96,,,363.223,0,,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,,,ChEMBL
82,,PUBCHEM:46936447,DB02661,CsGiG,EEF1A2,0.0520228324449578,0.0205979402059794,0.0633936606339366,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,0.0,800.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,False,True,contains metal/metalloid,30,3,4.44,,,510.14500000000015,0,,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O,,46936447.0,
83,,PUBCHEM:4473609,AC1NRA5X,CsGiG,EEF1A2,0.0520228324449578,0.020997900209979,0.0640935906409359,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,0.0,800.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,False,True,contains metal/metalloid,30,3,4.44,,,510.14500000000015,0,,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O,,4473609.0,
84,,PUBCHEM:12876353,AGN-PC-00JW3C,CsGiG,EEF1A2,0.0520228324449578,0.01999800019998,0.0647935206479352,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,800.0,0.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,True,,30,4,4.81,,,489.2520000000002,0,,C1=NC2=C(C(=N1)N)N=CN2C3C4C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O4)O,,12876353.0,
85,,CHEMBL2137046,4-hydroxytamoxifen,CsGiG,EEF1A2,0.0520228324449578,0.020997900209979,0.064993500649935,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,False,,29,3,2.14,,,387.5230000000001,0,,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,,,ChEMBL
86,,CHEMBL406270,dithiothreitol,CsGiG,EEF1A2,0.0520228324449578,0.0220977902209779,0.0655934406559344,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,False,False,acyclic; MW 154 < 250; 8 heavy atoms < 18,8,0,4.38,,,154.25599999999997,0,,C(C(C(CS)O)O)S,,,ChEMBL
87,,PUBCHEM:620,dADP,CsGiG,EEF1A2,0.0520228324449578,0.0214978502149785,0.0657934206579342,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,800.0,0.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,True,,26,3,4.07,,,411.20400000000006,4,A2B Chem; AA BLOCKS; BenchChem; MolCore,C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)O)O,,620.0,
88,,CHEMBL489,4-hydroxytamoxifen,CsGiG,EEF1A2,0.0520228324449578,0.0218978102189781,0.0661933806619338,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,False,,29,3,2.14,,,387.5230000000001,0,,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,,,ChEMBL
89,,CHEMBL1231071,arsenite,CsGiG,EEF1A2,0.0520228324449578,0.021997800219978,0.0678932106789321,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 123 < 250; 4 heavy atoms < 18,4,0,6.35,,,122.91899999999998,0,,[O-][As]([O-])[O-],,,ChEMBL
90,,PUBCHEM:188966,dADP,CsGiG,EEF1A2,0.0520228324449578,0.0222977702229777,0.0708929107089291,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,800.0,800.0,0.0,0.0,PAPSS1,False,True,PAPSS1,stitch_only,,,,,True,True,,26,3,4.07,,,411.20400000000006,10,"AiFChem, an XtalPi Company; Alfa Chemistry; BLD Pharm; BOC Sciences; CATO Research Chemicals Inc.",C1C(C(OC1N2C=NC3=C2N=CN=C3N)COP(=O)(O)OP(=O)(O)O)O,,188966.0,
91,,PUBCHEM:14888,arsenic trioxide,CsGpPW,EEF1A1,0.0464749896294535,0.0235976402359764,0.0714928507149285,0.2820827965050385,1.0,1.0,False,False,False,STITCH,2,,,,,,,700.0,0.0,700.0,0.0,EEF1A2|HSF1,True,False,EEF1A2|HSF1,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 198 < 250; 5 heavy atoms < 18,5,0,8.04,,,197.841,15,Ambinter; BenchChem; CATO Research Chemicals Inc.; Chem-Impex; Chem-Impex,[O-2].[O-2].[O-2].[As+3].[As+3],,14888.0,
92,,CHEMBL1233085,Gpp(NH)p,CsGiG,EEF1A1,0.0833330980317322,0.0275972402759724,0.0917908209179082,0.2820827965050385,1.0,1.0,False,False,False,STITCH,3,,,,,,,755.0,755.0,0.0,282.0,EEF1A2|ETF1|RPS2,True,False,EEF1A2|ETF1|RPS2,stitch_only,,,,,True,True,,32,3,4.75,,,522.197,0,,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)NC(=NC2=O)N,,,ChEMBL
93,,CHEMBL3191218,AC1ON5E3,CsGiG,EEF1A2,0.0367210942289852,0.038996100389961,0.1122887711228877,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,411.0,411.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,3,1.99,,,394.8140000000001,0,,C1=CC=C(C(=C1)C(=O)OC2=CC=C(C=C2)C=NNC3=CC=C(C=C3)C(=O)O)Cl,,,ChEMBL
94,,CHEMBL1971760,AC1O9NFR,CsGiG,EEF1A2,0.0367210942289852,0.041995800419958,0.1134886511348865,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,3.11,,,300.362,0,,CN=C1N(C(=CS1)C2=CC=CC=C2F)NC=C3C=CC=N3,,,ChEMBL
