rank_network,rank_chemistry,compound_id,pref_name,best_metapath,best_target_gene,dwpc_at_best,p_cell_min,p_minp,q_bh,p_bonferroni,p_westfall_young,significant_bh,significant_bonferroni,significant_wy,edge_layers,n_seed_targets,pchembl_max,pchembl_EEF1A1,pchembl_EEF1A2,paralogue_log_selectivity,evidence_types,chembl_targets,stitch_score_max,stitch_experimental_max,stitch_database_max,stitch_textmining_max_discarded,stitch_targets,binds_eef1a_directly,substrate_relation_only,seed_targets,evidence_grade,assay_protein,n_supporting_assays,max_seed_proteins_in_one_document,example_assay_description,tractable_small_molecule,nucleotide_cofactor,structural_exclusion_reason,n_heavy_atoms,n_rings,sa_score,max_phase,alogp,mw,n_vendors,example_vendors,canonical_smiles,inchikey,pubchem_cid,structure_source
95,,CHEMBL3198633,AC1OB9S3,CsGiG,EEF1A2,0.0367210942289852,0.0432956704329567,0.1167883211678832,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,3.08,,,315.42300000000006,0,,CN=C1N(C(=CS1)C2=CC=CS2)NC=C3C=CC=CC3=O,,,ChEMBL
96,,CHEMBL1320794,AC1M747X,CsGiG,EEF1A2,0.0367210942289852,0.0422957704229577,0.1168883111688831,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,400.0,400.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.28,,,373.5470000000002,0,,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=NC3=C(S2)CCCC3,,,ChEMBL
97,,CHEMBL1480522,AC1MJ10T,CsGiG,EEF1A2,0.0367210942289852,0.0431956804319568,0.117988201179882,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,1.8,,,282.33899999999994,0,,C1COC2=C(O1)C=CC(=C2)C(=O)CCCC3=CC=CC=C3,,,ChEMBL
98,,CHEMBL25,aspirin,CsGiG,EEF1A2,0.0367210942289852,0.0435956404359564,0.1187881211878812,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 180 < 250; 13 heavy atoms < 18,13,1,1.58,,,180.15899999999996,0,,CC(=O)OC1=CC=CC=C1C(=O)O,,,ChEMBL
99,,CHEMBL1339283,Smr000204784,CsGiG,EEF1A2,0.0367210942289852,0.041995800419958,0.1193880611938806,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.17,,,313.4000000000001,0,,CC1=CC(=C(N1C2=CC=CC=C2)C)C=C3CC4=CC=CC=C4C3=O,,,ChEMBL
99,,CHEMBL1352521,AC1MP7MF,CsGiG,EEF1A2,0.0367210942289852,0.0427957204279572,0.1193880611938806,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.4,,,320.3730000000001,0,,C1=CC=C(C=C1)N2C=C(NC2=S)C3=CC4=CC=CC=C4OC3=O,,,ChEMBL
101,,CHEMBL1595790,AC1MPSSS,CsGiG,EEF1A2,0.0367210942289852,0.0428957104289571,0.1194880511948805,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,2,2.75,,,274.324,0,,CC1=CC2=C(C=C1)OC(=N2)N=C(N)NC(=O)C(C)(C)C,,,ChEMBL
101,,CHEMBL1904348,AC1NTDW8,CsGiG,EEF1A2,0.0367210942289852,0.0425957404259574,0.1194880511948805,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,3,2.75,,,324.40500000000003,0,,CC1=CC(=C(C=C1)N(C(=O)C)N=C2C(=O)C3=CC=CC=C3S2)C,,,ChEMBL
103,,CHEMBL1140,vitamin B,CsGiG,EEF1A2,0.0367210942289852,0.0435956404359564,0.1198880111988801,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 122 < 250; 9 heavy atoms < 18,9,1,1.69,,,122.12699999999998,0,,C1=CC(=CN=C1)C(=O)N,,,ChEMBL
104,,CHEMBL1461730,AC1LRSO5,CsGiG,EEF1A2,0.0367210942289852,0.0445955404459554,0.1201879812018798,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,2,2.12,,,287.319,0,,CC(C)(C)C(=O)NC1=CN=C(C=C1)NC(=O)C2=CC=CO2,,,ChEMBL
105,,CHEMBL1403014,8J-320S,CsGiG,EEF1A2,0.0367210942289852,0.0453954604539546,0.1202879712028797,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,2,2.42,,,377.50600000000003,0,,CC1=CC(=CC(=C1OC(=S)N(C)C)C)C(=O)CSC2=CC=C(C=C2)F,,,ChEMBL
106,,CHEMBL1329446,AC1OCX1K,CsGiG,EEF1A2,0.0367210942289852,0.0432956704329567,0.1206879312068793,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,2,2.12,,,260.2969999999999,0,,CC(C)C1=CC=C(C=C1)C2=NN(N=N2)CCC(=O)O,,,ChEMBL
107,,CHEMBL1200929,ZnSO4,CsGiG,EEF1A2,0.0367210942289852,0.0443955604439556,0.1210878912108789,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,inorganic (no carbon); contains metal/metalloid; acyclic; MW 161 < 250; 6 heavy atoms < 18,6,0,4.35,,,161.45299999999997,0,,[O-]S(=O)(=O)[O-].[Zn+2],,,ChEMBL
107,,CHEMBL1324188,AC1O7SB1,CsGiG,EEF1A2,0.0367210942289852,0.0473952604739526,0.1210878912108789,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,2.42,,,308.38500000000005,0,,CN(C1CCCCC1)C2=NN3C(=NC4=CC=CC=C4C3=O)C=C2,,,ChEMBL
107,,CHEMBL1383149,6W-0211,CsGiG,EEF1A2,0.0367210942289852,0.0447955204479552,0.1210878912108789,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,1.96,,,278.31100000000004,0,,CC1=CC=C(C=C1)N2C=C(C=N2)C(=O)C3=CC=CC=C3O,,,ChEMBL
110,,PUBCHEM:447049,O-acetyl-ADP-ribose,CsGiG,EEF1A2,0.0367210942289852,0.0436956304369563,0.1212878712128787,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,True,,39,4,4.87,,,601.3550000000002,0,,CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O,,447049.0,
111,,CHEMBL1310435,AC1LK9W8,CsGiG,EEF1A2,0.0367210942289852,0.0467953204679532,0.1213878612138786,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,3,2.16,,,395.4400000000001,0,,CC1=C(C=C(C=C1)C(=O)NC2=C(C(=C(S2)C)C3=CC=CC=C3)C(=O)N)[N+](=O)[O-],,,ChEMBL
111,,CHEMBL1351908,NSC-33010,CsGiG,EEF1A2,0.0367210942289852,0.0445955404459554,0.1213878612138786,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,18,3,1.7,,,253.36999999999998,0,,CC(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,,,ChEMBL
113,,CHEMBL1973921,AC1O9C78,CsGiG,EEF1A2,0.0367210942289852,0.0451954804519548,0.1214878512148785,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,31,3,2.3,,,419.4370000000001,0,,COC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)NNC=C3C=CC(=O)C(=C3)OC,,,ChEMBL
114,,CHEMBL3190653,AC1NT7Z9,CsGiG,EEF1A2,0.0367210942289852,0.0441955804419558,0.1216878312168783,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,2,1.94,,,349.18399999999997,0,,COC1=C(C=C(C=C1)C=NNC2=CC=C(C=C2)C(=O)O)Br,,,ChEMBL
115,,CHEMBL1378232,T5524007,CsGiG,EEF1A2,0.0367210942289852,0.043995600439956,0.1218878112188781,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,3,1.77,,,297.35400000000004,0,,C1COC2=C(C=C(C=C2)C(=O)NCCC3=CC=CC=C3)OC1,,,ChEMBL
116,,CHEMBL1537098,ksc-8-51,CsGiG,EEF1A2,0.0367210942289852,0.0454954504549545,0.121987801219878,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,2,2.09,,,301.34200000000004,0,,CC(C)(C)C1=CC=C(O1)C(=O)NC2=CC=C(C=C2)CC(=O)O,,,ChEMBL
116,,CHEMBL3192121,AC1O9FKX,CsGiG,EEF1A2,0.0367210942289852,0.0447955204479552,0.121987801219878,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,30,4,2.87,,,416.50600000000014,0,,CC1=CC=C(C=C1)N=C(C2=NC3=CC=CC=C3S2)NNC=C4C=CC(=O)C(=C4)OC,,,ChEMBL
116,,PUBCHEM:444493,acetyl-CoA,CsGiG,EEF1A2,0.0367210942289852,0.044995500449955,0.121987801219878,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,True,MW 810 > 700,51,3,5.08,,,809.5780000000002,37,001Chemical; 10X CHEM; A2B Chem; AA BLOCKS; AKos Consulting & Solutions,CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,,444493.0,
119,,CHEMBL1500447,AC1OIK6A,CsGiG,EEF1A2,0.0367210942289852,0.0454954504549545,0.1220877912208779,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,2,2.36,,,338.18999999999994,0,,C1=CC=C(C=C1)C(=O)CC(C(=O)O)NC2=C(C=C(C=C2)Cl)Cl,,,ChEMBL
120,,CHEMBL1301042,HMS3358O07,CsGiG,EEF1A2,0.0367210942289852,0.0453954604539546,0.1221877812218778,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.1,,,340.44800000000004,0,,CC(C)(C)OC(=O)N(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,,,ChEMBL
120,,CHEMBL1352897,AC1LEXOX,CsGiG,EEF1A2,0.0367210942289852,0.043995600439956,0.1221877812218778,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,3,2.38,,,284.384,0,,C1CCN(C1)C2=NC(=O)C(=CC=CC3=CC=CC=C3)S2,,,ChEMBL
120,,CHEMBL1406361,AC1Q2HP2,CsGiG,EEF1A2,0.0367210942289852,0.0445955404459554,0.1221877812218778,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,3,1.69,,,324.81100000000004,0,,CC1=CC(=C(N1C2=CC=CC=C2)C)C(=O)NC3=CC=C(C=C3)Cl,,,ChEMBL
123,,CHEMBL1423731,AC1NXILO,CsGiG,EEF1A2,0.0367210942289852,0.0456954304569543,0.1222877712228777,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,3,2.57,,,290.235,0,,C1COC2=C(O1)C=CC(=C2)NN=C3C(=O)NC(=O)NC3=O,,,ChEMBL
124,,CHEMBL1583837,AC1MRXG6,CsGiG,EEF1A2,0.0367210942289852,0.043995600439956,0.1223877612238776,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,4,2.62,,,396.319,0,,C1CCC2=NC3=CC(=NN3C(=C2C1)C(F)(F)F)C(=O)NC4=C(C=C(C=C4)F)F,,,ChEMBL
125,,CHEMBL1310144,AC1LHQM7,CsGiG,EEF1A2,0.0367210942289852,0.0452954704529547,0.1225877412258774,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,4,1.98,,,277.352,0,,C1=CC=C(C=C1)C2=CN3C(=N2)SC(=N3)C4=CC=CC=C4,,,ChEMBL
126,,PUBCHEM:72193709,O-acetyl-ADP-ribose,CsGiG,EEF1A2,0.0367210942289852,0.0448955104489551,0.1226877312268773,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,900.0,0.0,900.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,True,,39,4,4.87,,,601.3550000000002,0,,CC(=O)OC1C(C(OC1O)COP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)O)O,,72193709.0,
127,,CHEMBL215645,rivastigmine,CsGiG,EEF1A2,0.0367210942289852,0.0442955704429557,0.1228877112288771,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,1,3.47,,,400.4280000000001,0,,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,,,ChEMBL
128,,CHEMBL1569984,5T-0269,CsGiG,EEF1A2,0.0367210942289852,0.0466953304669533,0.122987701229877,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,4,1.96,,,336.4390000000001,0,,CN1CCN(CC1)C2=CC=C(C=C2)NC(=O)N3CCC4=CC=CC=C43,,,ChEMBL
128,,CHEMBL1587117,3-[(4-ethoxyphenoxy)methyl]benzoic acid,CsGiG,EEF1A2,0.0367210942289852,0.0458954104589541,0.122987701229877,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,2,1.53,,,272.29999999999995,0,,CCOC1=CC=C(C=C1)OCC2=CC=CC(=C2)C(=O)O,,,ChEMBL
130,,CHEMBL1230866,silver nanoparticles,CsGiG,EEF1A2,0.0367210942289852,0.0454954504549545,0.1231876812318768,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,contains metal/metalloid; acyclic; MW 199 < 250; 6 heavy atoms < 18,6,0,5.87,,,199.00199999999998,0,,[C-]#N.[C-]#N.[K+].[Ag+],,,ChEMBL
131,,CHEMBL1732490,AC1O07N3,CsGiG,EEF1A2,0.0367210942289852,0.0464953504649535,0.1232876712328767,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,29,4,2.51,,,406.4670000000001,0,,CC(=C1C(=NN(C1=O)C2=NC3=CC=CC=C3S2)CC(=O)OC)NC4=CC=CC=C4,,,ChEMBL
132,,CHEMBL1496413,AC1N8FAO,CsGiG,EEF1A2,0.0367210942289852,0.0438956104389561,0.1233876612338766,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,3,2.78,,,359.5200000000001,0,,CC1CCC2=C(C1)SC=C2C(=O)NNC(=S)NC3=CC=CC=C3C,,,ChEMBL
132,,CHEMBL151763,rivastigmine,CsGiG,EEF1A2,0.0367210942289852,0.0460953904609539,0.1233876612338766,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,18,1,2.67,,,250.34199999999998,0,,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,,,ChEMBL
134,,CHEMBL1255782,emetine,CsGiG,EEF1A2,0.0367210942289852,0.0447955204479552,0.1234876512348765,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,35,5,3.91,,,480.6490000000003,0,,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,,,ChEMBL
135,,CHEMBL1241153,ibuprofen,CsGiG,EEF1A2,0.0367210942289852,0.0448955104489551,0.1235876412358764,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 206 < 250; 15 heavy atoms < 18,15,1,2.19,,,206.28499999999997,0,,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,,ChEMBL
135,,CHEMBL1503659,AC1OMM8Z,CsGiG,EEF1A2,0.0367210942289852,0.0447955204479552,0.1235876412358764,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,3,2.28,,,364.37100000000004,0,,CC1CCN(CC1)C2=NN=C(C=C2)C3=CC(=CC=C3)NC(=O)C(F)(F)F,,,ChEMBL
137,,CHEMBL3193530,AC1NYE2E,CsGiG,EEF1A2,0.0367210942289852,0.0452954704529547,0.1236876312368763,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,18,2,2.12,,,260.318,0,,CC1=CC=C(S1)C=NNC2=CC=C(C=C2)C(=O)O,,,ChEMBL
138,,CHEMBL1518184,AC1LR2WT,CsGiG,EEF1A2,0.0367210942289852,0.045995400459954,0.1237876212378762,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,2,2.07,,,380.267,0,,CC1=CC(=C(C=C1)OCC(=O)NC(=S)NC2=CC=CC=N2)Br,,,ChEMBL
138,,CHEMBL348107,acrylamide,CsGiG,EEF1A2,0.0367210942289852,0.0451954804519548,0.1237876212378762,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,acyclic; MW 71 < 250; 5 heavy atoms < 18,5,0,2.57,,,71.07900000000001,0,,C=CC(=O)N,,,ChEMBL
140,,CHEMBL3195389,AC1O1XZO,CsGiG,EEF1A2,0.0367210942289852,0.0470952904709529,0.1238876112388761,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,26,4,2.38,,,402.31000000000006,0,,CC1=NN(C(=C1C=NNC2=NC3=CC=CC=C3S2)Cl)C4=CC=CC=C4Cl,,,ChEMBL
141,,CHEMBL2105994,salicylate,CsGiG,EEF1A2,0.0367210942289852,0.0458954104589541,0.1240875912408759,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 138 < 250; 10 heavy atoms < 18,10,1,1.43,,,138.12199999999999,0,,C1=CC=C(C(=C1)C(=O)O)O,,,ChEMBL
142,,CHEMBL1495977,Mls000720408,CsGiG,EEF1A2,0.0367210942289852,0.0448955104489551,0.1241875812418758,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.22,,,359.40700000000004,0,,COC(=O)C1=CC2=C(C=C1)N=C(S2)NC3=NC4=C(S3)C=C(C=C4)F,,,ChEMBL
143,,CHEMBL1240927,,CsGiG,EEF1A2,0.0367210942289852,0.0463953604639536,0.1242875712428757,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,700.0,0.0,700.0,169.0,HSF1,False,False,HSF1,stitch_only,,,,,False,False,MW 245 < 250,18,3,2.7,,1.19,245.23399999999995,13,AKos Consulting & Solutions; Biorbyt; CATO Research Chemicals Inc.; Chem-Space.com Database; ChemShuttle,O=CN1CC/C(=C/c2ccc3c(c2)OCO3)C1=O,LZGGUFLRKIMBDQ-YHYXMXQVSA-N,9859662.0,ChEMBL
144,,CHEMBL3199915,AC1M4QTA,CsGiG,EEF1A2,0.0367210942289852,0.0452954704529547,0.1243875612438756,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,3,4.29,,,279.43300000000005,0,,CC[NH+]1CCN(CC1)C=NC2=NC3=C(S2)CCCC3,,,ChEMBL
145,,CHEMBL1605795,AC1LLXX3,CsGiG,EEF1A2,0.0367210942289852,0.0464953504649535,0.1245875412458754,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,28,4,2.74,,,384.36300000000017,0,,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)OCC3=CC4=C(C=C3)OCO4,,,ChEMBL
145,,CHEMBL3195657,AC1NZH4G,CsGiG,EEF1A2,0.0367210942289852,0.0460953904609539,0.1245875412458754,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,21,2,1.85,,,282.343,0,,CC(C)C1=CC=C(C=C1)C=NNC2=CC=C(C=C2)C(=O)O,,,ChEMBL
145,,CHEMBL405317,AC1LHJD2,CsGiG,EEF1A2,0.0367210942289852,0.0467953204679532,0.1245875412458754,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,23,4,1.83,,,299.33299999999997,0,,C1=CC=C(C=C1)C2=CC=C(C=C2)C3=NC(=NO3)C4=CC=CC=N4,,,ChEMBL
148,,CHEMBL261123,AC1M0U13,CsGiG,EEF1A2,0.0367210942289852,0.0467953204679532,0.1247875212478752,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,19,3,1.79,,,270.71900000000005,0,,CC1=CC(=C(C=C1)C2=NC(=NO2)C3=CC=CC=C3)Cl,,,ChEMBL
149,,CHEMBL1392611,AC1OY032,CsGiG,EEF1A2,0.0367210942289852,0.0465953404659534,0.1248875112488751,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,25,3,2.25,,,338.363,0,,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC(=O)NC3=CC=CC=N3)C,,,ChEMBL
150,,CHEMBL3192138,AC1OOOKN,CsGiG,EEF1A2,0.0367210942289852,0.0444955504449555,0.1251874812518748,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,29,4,2.51,,,406.4670000000001,0,,CC(=C1C(=NN(C1=O)C2=NC3=CC=CC=C3S2)CC(=O)OC)NC4=CC=CC=C4,,,ChEMBL
151,,CHEMBL2004141,AC1MEL5K,CsGiG,EEF1A2,0.0367210942289852,0.0467953204679532,0.1252874712528747,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,18,3,2.18,,,254.31800000000004,0,,C1=CC=C2C(=C1)N=C(S2)NN=CC3=CC=CC=N3,,,ChEMBL
152,,CHEMBL1330583,AC1O3WF7,CsGiG,EEF1A2,0.0367210942289852,0.045995400459954,0.1254874512548745,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,20,2,1.98,,,288.73400000000004,0,,CC1=CC(=C(C=C1)C(=O)ON=C(C2=CC=CC=C2)N)Cl,,,ChEMBL
152,,CHEMBL1361922,AC1LHOAV,CsGiG,EEF1A2,0.0367210942289852,0.0454954504549545,0.1254874512548745,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,24,4,2.37,,,321.4280000000002,0,,CC1=CC(=CC=C1)N2C3=C(C=N2)C(=NC=N3)N(C)C4CCCCC4,,,ChEMBL
152,,CHEMBL1569988,AC1N3FCH,CsGiG,EEF1A2,0.0367210942289852,0.0473952604739526,0.1254874512548745,0.2820827965050385,1.0,1.0,False,False,False,STITCH,1,,,,,,,415.0,415.0,0.0,0.0,HSF1,False,False,HSF1,stitch_only,,,,,True,False,,22,2,2.71,,,297.378,0,,CC(C)(C)C1=CC=C(C=C1)C(=O)O[NH+]=C(C2=CC=CC=C2)N,,,ChEMBL
