compound_id,hetnet_rank,hetnet_best_metapath,hetnet_best_target,hetnet_dwpc,hetnet_p_value_bonferroni,significant,rank,best_record_score,total_potency,max_evidence,hits_eef1a,best_protein,in_resko_ranking,in_hetnet_ranking,in_both
CHEMBL3991931,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL3991932,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL3991933,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL3991934,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL3991935,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL400402,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL402548,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL403989,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL405130,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4062193,23,CbGpCC,EEF1A1,0.0332571720174611,1.0,False,,,,,,,False,True,False
CHEMBL4063330,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4063438,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4063608,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4066791,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4066800,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4066949,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4069552,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4070302,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4070633,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4071793,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4072087,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4076144,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4076337,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4077078,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4077611,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4081256,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4082534,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4083615,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4084193,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4087666,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4090359,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4091297,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4091953,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4093377,23,CbGpCC,EEF1A1,0.0332571720174611,1.0,False,,,,,,,False,True,False
CHEMBL4094691,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4096048,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4098083,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4099031,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4100535,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4101619,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4101680,23,CbGpCC,EEF1A1,0.0332571720174611,1.0,False,,,,,,,False,True,False
CHEMBL4102297,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL411907,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL413,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL415049,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4207280,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4207816,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4276798,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4277867,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4280406,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4281330,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4282794,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4283002,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4284740,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4285168,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL428690,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4288307,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4288525,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4289017,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4291948,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4293003,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4293406,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4293586,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL438605,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL445813,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4514442,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL460702,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL462018,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL463763,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL475251,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL477772,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL482767,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL482967,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL482968,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL483158,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL483321,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL4846644,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4848310,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4876187,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL4877620,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL488436,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL491473,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL494089,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL495727,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL496102,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL50,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL501870,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL502835,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL507361,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL513909,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL514201,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL520014,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL5200595,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL521851,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL522892,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL525191,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL535,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL536151,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL5398773,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL5402290,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL541255,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL5416410,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL5441131,23,CbGpMF,EEF1A2,0.0064381754164776,1.0,False,,,,,,,False,True,False
CHEMBL549427,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL549495,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL549776,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL549777,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL549837,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550179,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550249,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550251,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550509,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550516,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550653,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL550790,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551056,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551057,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551064,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL551320,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551602,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551807,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551918,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551995,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL551996,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL552259,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL552320,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL552321,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL553,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL553924,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL554,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL554519,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL554525,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL555689,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL556491,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL557507,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL557716,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL557848,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL557917,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL558033,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL558247,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL558309,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL558752,23,CbGpCC,EEF1A1,0.0116054936882527,1.0,False,,,,,,,False,True,False
CHEMBL559039,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL559343,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL559530,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL559594,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL559595,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL559728,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL560380,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL560657,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL560663,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL560858,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561059,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561119,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561125,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561265,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561266,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561378,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL561724,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL562322,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL562794,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL562911,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL563049,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564153,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564316,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564420,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564532,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564701,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564799,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL564829,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL565134,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL565612,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL569598,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL569836,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL570073,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL570768,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL570771,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL570772,23,CbGpCC,EEF1A1,0.0050067065572759,1.0,False,,,,,,,False,True,False
CHEMBL571546,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL571948,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL572878,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL572881,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL574737,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL575448,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL576982,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL587723,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL592445,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL598797,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL601719,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL603469,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL607707,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL608533,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL91829,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL939,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
CHEMBL941,23,CbGpCC,EEF1A1,0.0103068341727984,1.0,False,,,,,,,False,True,False
