stitch_chemical	protein_id	string_protein	experimental	database	textmining_discarded	prediction_discarded	channel_score	compound_id	mapped_to_chembl
CIDm00019654	PAPSS1	9606.ENSP00000265174	644	0	587	0	644	CHEMBL1161633	True
CIDm00019654	PAPSS2	9606.ENSP00000406157	644	0	588	0	644	CHEMBL1161633	True
CIDm00019001	PAPSS1	9606.ENSP00000265174	0	700	0	0	700	CHEMBL1232391	True
CIDm00015103	ST6GALNAC1	9606.ENSP00000156626	520	0	0	0	520	CHEMBL113178	True
CIDm00015103	EEF1A2	9606.ENSP00000217182	517	0	0	0	517	CHEMBL113178	True
CIDm00015103	EEF1G	9606.ENSP00000331901	755	0	0	0	755	CHEMBL113178	True
CIDm00015103	ETF1	9606.ENSP00000353741	690	0	0	0	690	CHEMBL113178	True
CIDm00015103	HSF1	9606.ENSP00000431512	597	0	0	0	597	CHEMBL113178	True
CIDm00014977	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1994414	True
CIDm00014967	RPL4	9606.ENSP00000311430	644	0	114	0	644	CHEMBL101960	True
CIDm00014967	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL101960	True
CIDm00014967	RPL3	9606.ENSP00000346001	618	0	180	0	618	CHEMBL101960	True
CIDm00014888	EEF1A2	9606.ENSP00000217182	0	700	0	0	700	PUBCHEM:14888	False
CIDm00014888	HSF1	9606.ENSP00000431512	0	700	0	0	700	PUBCHEM:14888	False
CIDm00013401	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1234326	True
CIDm00013401	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1234326	True
CIDm00013401	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1234326	True
CIDm00010474	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1230866	True
CIDm00009425	RPS2	9606.ENSP00000341885	752	0	0	0	752	CHEMBL1090755	True
CIDm00009425	RPS3A	9606.ENSP00000346050	752	0	0	0	752	CHEMBL1090755	True
CIDm00009425	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1090755	True
CIDm00008200	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL1235254	True
CIDm00008117	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL1235226	True
CIDm00008117	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL1235226	True
CIDm00008076	EEF1G	9606.ENSP00000331901	477	0	0	0	477	CHEMBL119596	True
CIDm00006657	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1230782	True
CIDm00006657	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1230782	True
CIDm00006657	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1230782	True
CIDm00006579	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL348107	True
CIDm00006503	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL1200391	True
CIDm00006503	EEF1G	9606.ENSP00000331901	561	0	144	0	561	CHEMBL1200391	True
CIDm00006503	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL1200391	True
CIDm00005366	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1200937	True
CIDm00005366	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200937	True
CIDm00005366	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1200937	True
CIDm00005352	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1376	True
CIDm00005297	RPS2	9606.ENSP00000341885	644	0	102	0	644	CHEMBL1200740	True
CIDm00005266	RPL4	9606.ENSP00000311430	644	0	100	0	644	CHEMBL1255799	True
CIDm00005266	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1255799	True
CIDm00005266	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1255799	True
CIDm00005140	EEF1G	9606.ENSP00000331901	514	0	256	0	514	CHEMBL345292	True
CIDm00005133	EEF1G	9606.ENSP00000331901	514	0	216	0	514	PUBCHEM:5133	False
CIDm00005077	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL151763	True
CIDm00005056	HSF1	9606.ENSP00000431512	0	700	103	0	700	CHEMBL165	True
CIDm00004984	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1330459	True
CIDm00004984	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1330459	True
CIDm00004984	RPL3	9606.ENSP00000346001	618	800	0	0	924	CHEMBL1330459	True
CIDm00004800	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:4800	False
CIDm00004795	PAPSS1	9606.ENSP00000265174	701	0	0	0	701	CHEMBL1230989	True
CIDm00004795	PAPSS2	9606.ENSP00000406157	701	0	0	0	701	CHEMBL1230989	True
CIDm00004689	RPS2	9606.ENSP00000341885	644	0	119	0	644	CHEMBL1322152	True
CIDm00004454	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1275977	True
CIDm00004454	RPL7	9606.ENSP00000339795	644	0	191	0	644	CHEMBL1275977	True
CIDm00004454	RPS2	9606.ENSP00000341885	644	0	178	0	644	CHEMBL1275977	True
CIDm00004454	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1275977	True
CIDm00004403	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1230507	True
CIDm00004403	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1230507	True
CIDm00004403	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1230507	True
CIDm00004403	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1230507	True
CIDm00004378	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:4378	False
CIDm00003929	RPL4	9606.ENSP00000311430	644	0	221	0	644	CHEMBL126	True
CIDm00003929	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL126	True
CIDm00003929	RPL3	9606.ENSP00000346001	618	0	184	0	618	CHEMBL126	True
CIDm00003870	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL374308	True
CIDm00003866	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL131226	True
CIDm00003866	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL131226	True
CIDm00003866	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL131226	True
CIDm00003866	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL131226	True
CIDm00003848	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1778420	True
CIDm00003848	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1778420	True
CIDm00003848	RPL3	9606.ENSP00000346001	618	800	0	0	924	CHEMBL1778420	True
CIDm00003715	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1200864	True
CIDm00003672	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL1241153	True
CIDm00003628	RPL3	9606.ENSP00000346001	0	800	0	0	800	CHEMBL175858	True
CIDm00003486	EEF1G	9606.ENSP00000331901	514	0	0	0	514	PUBCHEM:3486	False
CIDm00003460	HSF1	9606.ENSP00000431512	0	700	341	0	700	CHEMBL1165003	True
CIDm00003443	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL117110	True
CIDm00003017	RPS2	9606.ENSP00000341885	0	700	0	0	700	CHEMBL388560	True
CIDm00002891	PAPSS1	9606.ENSP00000265174	644	0	130	0	644	PUBCHEM:2891	False
CIDm00002891	PAPSS2	9606.ENSP00000406157	644	0	130	0	644	PUBCHEM:2891	False
CIDm00002514	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:2514	False
CIDm00002514	RPL4	9606.ENSP00000311430	644	0	114	0	644	PUBCHEM:2514	False
CIDm00002514	EEF1G	9606.ENSP00000331901	535	0	0	0	535	PUBCHEM:2514	False
CIDm00002514	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:2514	False
CIDm00002514	RPL3	9606.ENSP00000346001	618	0	178	0	618	PUBCHEM:2514	False
CIDm00002514	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:2514	False
CIDm00002514	HSF1	9606.ENSP00000431512	0	700	232	0	700	PUBCHEM:2514	False
CIDm00002244	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL25	True
CIDm00002199	RPL3	9606.ENSP00000346001	0	800	145	0	800	CHEMBL1367623	True
CIDm00002021	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1167	True
CIDm00001822	EEF1A2	9606.ENSP00000217182	577	0	197	0	577	CHEMBL1233085	True
CIDm00001822	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1233085	True
CIDm00001822	ETF1	9606.ENSP00000353741	755	0	282	0	755	CHEMBL1233085	True
CIDm00001567	EEF1G	9606.ENSP00000331901	523	0	0	0	523	CHEMBL254951	True
CIDm00001567	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL254951	True
CIDm00001182	RPS2	9606.ENSP00000341885	644	0	114	0	644	CHEMBL11257	True
CIDm00001172	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1627073	True
CIDm00001148	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL292303	True
CIDm00001117	EEF1A2	9606.ENSP00000217182	577	0	186	0	577	CHEMBL1200456	True
CIDm00001117	PAPSS1	9606.ENSP00000265174	865	900	362	0	986	CHEMBL1200456	True
CIDm00001117	EEF1G	9606.ENSP00000331901	755	0	0	0	755	CHEMBL1200456	True
CIDm00001117	ETF1	9606.ENSP00000353741	690	0	0	0	690	CHEMBL1200456	True
CIDm00001117	PAPSS2	9606.ENSP00000406157	865	900	389	0	986	CHEMBL1200456	True
CIDm00001089	PAPSS1	9606.ENSP00000265174	0	800	103	0	800	CHEMBL2097002	True
CIDm00001089	PAPSS2	9606.ENSP00000406157	0	800	188	0	800	CHEMBL2097002	True
CIDm00001084	PAPSS1	9606.ENSP00000265174	644	0	103	0	644	CHEMBL1208642	True
CIDm00001084	PAPSS2	9606.ENSP00000406157	644	0	230	0	644	CHEMBL1208642	True
CIDm00001042	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:1042	False
CIDm00001042	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:1042	False
CIDm00001042	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:1042	False
CIDm00001042	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:1042	False
CIDm00001023	PAPSS1	9606.ENSP00000265174	644	900	103	0	964	CHEMBL1160571	True
CIDm00001023	PAPSS2	9606.ENSP00000406157	644	900	210	0	964	CHEMBL1160571	True
CIDm00001016	EEF1A2	9606.ENSP00000217182	741	0	0	0	741	CHEMBL1742182	True
CIDm00001003	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL1187	True
CIDm00001003	PAPSS1	9606.ENSP00000265174	837	0	145	0	837	CHEMBL1187	True
CIDm00001003	RPL4	9606.ENSP00000311430	644	900	110	0	964	CHEMBL1187	True
CIDm00001003	RPL7	9606.ENSP00000339795	644	900	0	0	964	CHEMBL1187	True
CIDm00001003	RPS2	9606.ENSP00000341885	0	900	0	0	900	CHEMBL1187	True
CIDm00001003	RPL3	9606.ENSP00000346001	618	900	145	0	962	CHEMBL1187	True
CIDm00001003	RPS3A	9606.ENSP00000346050	0	900	362	0	900	CHEMBL1187	True
CIDm00001003	ETF1	9606.ENSP00000353741	0	900	106	0	900	CHEMBL1187	True
CIDm00000994	RPL4	9606.ENSP00000311430	644	0	129	0	644	CHEMBL25080	True
CIDm00000994	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL25080	True
CIDm00000994	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL25080	True
CIDm00000990	PAPSS1	9606.ENSP00000265174	939	900	851	0	994	PUBCHEM:990	False
CIDm00000990	PAPSS2	9606.ENSP00000406157	704	900	893	0	970	PUBCHEM:990	False
CIDm00000975	EEF1G	9606.ENSP00000331901	535	0	154	0	535	CHEMBL1372	True
CIDm00000961	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1098659	True
CIDm00000936	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1140	True
CIDm00000925	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1234613	True
CIDm00000923	PAPSS1	9606.ENSP00000265174	644	0	241	0	644	CHEMBL1200760	True
CIDm00000923	RPL4	9606.ENSP00000311430	644	0	129	0	644	CHEMBL1200760	True
CIDm00000923	EEF1G	9606.ENSP00000331901	488	0	0	0	488	CHEMBL1200760	True
CIDm00000923	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200760	True
CIDm00000923	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1200760	True
CIDm00000923	PAPSS2	9606.ENSP00000406157	644	0	241	0	644	CHEMBL1200760	True
CIDm00000911	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:911	False
CIDm00000888	EEF1A2	9606.ENSP00000217182	741	0	239	0	741	CHEMBL2146125	True
CIDm00000888	RPL18A	9606.ENSP00000222247	794	0	0	0	794	CHEMBL2146125	True
CIDm00000888	PAPSS1	9606.ENSP00000265174	862	0	233	0	862	CHEMBL2146125	True
CIDm00000888	RPL4	9606.ENSP00000311430	794	0	0	0	794	CHEMBL2146125	True
CIDm00000888	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL2146125	True
CIDm00000888	RPL7	9606.ENSP00000339795	794	0	0	0	794	CHEMBL2146125	True
CIDm00000888	RPS2	9606.ENSP00000341885	752	0	0	0	752	CHEMBL2146125	True
CIDm00000888	RPL3	9606.ENSP00000346001	741	0	103	0	741	CHEMBL2146125	True
CIDm00000888	RPS3A	9606.ENSP00000346050	752	0	0	0	752	CHEMBL2146125	True
CIDm00000888	ETF1	9606.ENSP00000353741	755	0	184	0	755	CHEMBL2146125	True
CIDm00000875	PAPSS1	9606.ENSP00000265174	704	0	0	0	704	CHEMBL1200861	True
CIDm00000875	PAPSS2	9606.ENSP00000406157	704	0	0	0	704	CHEMBL1200861	True
CIDm00000867	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL359504	True
CIDm00000839	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL197110	True
CIDm00000839	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL197110	True
CIDm00000839	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL197110	True
CIDm00000813	PAPSS1	9606.ENSP00000265174	800	0	323	0	800	PUBCHEM:813	False
CIDm00000813	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:813	False
CIDm00000813	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:813	False
CIDm00000813	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:813	False
CIDm00000813	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:813	False
CIDm00000783	PAPSS1	9606.ENSP00000265174	0	900	0	0	900	PUBCHEM:783	False
CIDm00000783	PAPSS2	9606.ENSP00000406157	0	900	0	0	900	PUBCHEM:783	False
CIDm00000762	EEF1A2	9606.ENSP00000217182	577	0	110	0	577	CHEMBL1201369	True
CIDm00000762	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL1201369	True
CIDm00000762	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL1201369	True
CIDm00000762	EEF1G	9606.ENSP00000331901	0	900	686	0	900	CHEMBL1201369	True
CIDm00000762	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL1201369	True
CIDm00000762	RPS2	9606.ENSP00000341885	0	900	0	0	900	CHEMBL1201369	True
CIDm00000762	RPL3	9606.ENSP00000346001	0	900	0	0	900	CHEMBL1201369	True
CIDm00000762	RPS3A	9606.ENSP00000346050	0	900	251	0	900	CHEMBL1201369	True
CIDm00000762	ETF1	9606.ENSP00000353741	690	900	238	0	969	CHEMBL1201369	True
CIDm00000761	EEF1A2	9606.ENSP00000217182	704	0	0	0	704	CHEMBL1242996	True
CIDm00000761	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1242996	True
CIDm00000753	ST6GALNAC1	9606.ENSP00000156626	557	0	0	0	557	CHEMBL692	True
CIDm00000753	PAPSS1	9606.ENSP00000265174	704	800	121	0	941	CHEMBL692	True
CIDm00000753	EEF1G	9606.ENSP00000331901	535	0	185	0	535	CHEMBL692	True
CIDm00000753	PAPSS2	9606.ENSP00000406157	704	0	0	0	704	CHEMBL692	True
CIDm00000753	HSF1	9606.ENSP00000431512	597	0	108	0	597	CHEMBL692	True
CIDm00000745	EEF1G	9606.ENSP00000331901	514	0	162	0	514	CHEMBL100476	True
CIDm00000730	EEF1A2	9606.ENSP00000217182	741	0	189	0	741	CHEMBL384759	True
CIDm00000730	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	EEF1G	9606.ENSP00000331901	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	RPS2	9606.ENSP00000341885	644	900	0	0	964	CHEMBL384759	True
CIDm00000730	RPL3	9606.ENSP00000346001	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	RPS3A	9606.ENSP00000346050	0	900	0	0	900	CHEMBL384759	True
CIDm00000730	ETF1	9606.ENSP00000353741	0	900	0	0	900	CHEMBL384759	True
CIDm00000637	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1356971	True
CIDm00000637	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1356971	True
CIDm00000637	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1356971	True
CIDm00000621	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1206239	True
CIDm00000621	RPL7	9606.ENSP00000339795	644	0	102	0	644	CHEMBL1206239	True
CIDm00000621	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1206239	True
CIDm00000620	PAPSS1	9606.ENSP00000265174	800	0	0	0	800	PUBCHEM:620	False
CIDm00000612	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1200559	True
CIDm00000612	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200559	True
CIDm00000612	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1200559	True
CIDm00000611	EEF1G	9606.ENSP00000331901	573	0	235	0	573	CHEMBL1255943	True
CIDm00000594	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1200630	True
CIDm00000594	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200630	True
CIDm00000594	RPL3	9606.ENSP00000346001	618	0	275	0	618	CHEMBL1200630	True
CIDm00000564	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1046	True
CIDm00000564	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1046	True
CIDm00000564	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1046	True
CIDm00000546	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL136061	True
CIDm00000546	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL136061	True
CIDm00000546	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL136061	True
CIDm00000544	PAPSS1	9606.ENSP00000265174	0	700	0	0	700	CHEMBL1231071	True
CIDm00000392	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:392	False
CIDm00000364	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL103247	True
CIDm00000338	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL2105994	True
CIDm00000317	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL1213327	True
CIDm00000316	ST6GALNAC1	9606.ENSP00000156626	0	900	139	0	900	CHEMBL1214873	True
CIDm00000314	ST6GALNAC1	9606.ENSP00000156626	0	900	104	0	900	CHEMBL1329786	True
CIDm00000314	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1329786	True
CIDm00000314	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1329786	True
CIDm00000314	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1329786	True
CIDm00000314	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1329786	True
CIDm00000312	ST6GALNAC1	9606.ENSP00000156626	557	0	0	0	557	CHEMBL1159819	True
CIDm00000312	PAPSS1	9606.ENSP00000265174	939	0	254	0	939	CHEMBL1159819	True
CIDm00000312	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1159819	True
CIDm00000312	EEF1G	9606.ENSP00000331901	535	0	124	0	535	CHEMBL1159819	True
CIDm00000312	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1159819	True
CIDm00000312	RPL3	9606.ENSP00000346001	618	0	104	0	618	CHEMBL1159819	True
CIDm00000312	PAPSS2	9606.ENSP00000406157	704	0	254	0	704	CHEMBL1159819	True
CIDm00000311	PAPSS1	9606.ENSP00000265174	644	0	100	0	644	CHEMBL1261	True
CIDm00000311	RPL4	9606.ENSP00000311430	644	0	125	0	644	CHEMBL1261	True
CIDm00000311	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL1261	True
CIDm00000311	PAPSS2	9606.ENSP00000406157	644	0	100	0	644	CHEMBL1261	True
CIDm00000271	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL2146121	True
CIDm00000271	EEF1G	9606.ENSP00000331901	477	0	102	0	477	CHEMBL2146121	True
CIDm00000271	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL2146121	True
CIDm00000253	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1315356	True
CIDm00000253	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1315356	True
CIDm00000253	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1315356	True
CIDm00000242	EEF1G	9606.ENSP00000331901	561	0	112	0	561	CHEMBL1356	True
CIDm00000238	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL14249	True
CIDm00000238	PAPSS1	9606.ENSP00000265174	0	900	354	0	900	CHEMBL14249	True
CIDm00000238	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL14249	True
CIDm00000238	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL14249	True
CIDm00000238	RPS2	9606.ENSP00000341885	0	900	140	0	900	CHEMBL14249	True
CIDm00000238	RPL3	9606.ENSP00000346001	0	900	115	0	900	CHEMBL14249	True
CIDm00000238	RPS3A	9606.ENSP00000346050	0	900	382	0	900	CHEMBL14249	True
CIDm00000238	ETF1	9606.ENSP00000353741	800	900	0	0	980	CHEMBL14249	True
CIDm00000238	PAPSS2	9606.ENSP00000406157	0	900	384	0	900	CHEMBL14249	True
CIDm00000238	HSF1	9606.ENSP00000431512	0	900	296	0	900	CHEMBL14249	True
CIDm00000228	PAPSS1	9606.ENSP00000265174	862	900	895	0	986	CHEMBL572546	True
CIDm00000228	PAPSS2	9606.ENSP00000406157	334	900	900	0	933	CHEMBL572546	True
CIDm00000224	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1230732	True
CIDm00000222	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1160819	True
CIDm00000222	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1160819	True
CIDm00000222	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1160819	True
CIDm00000222	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1160819	True
CIDm00000197	RPL18A	9606.ENSP00000222247	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	PAPSS1	9606.ENSP00000265174	862	900	101	0	986	CHEMBL14830	True
CIDm00000197	RPL4	9606.ENSP00000311430	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	RPL7	9606.ENSP00000339795	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	RPS2	9606.ENSP00000341885	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	RPL3	9606.ENSP00000346001	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	RPS3A	9606.ENSP00000346050	0	900	0	0	900	CHEMBL14830	True
CIDm00000197	ETF1	9606.ENSP00000353741	755	900	0	0	976	CHEMBL14830	True
CIDm00000197	PAPSS2	9606.ENSP00000406157	862	900	101	0	986	CHEMBL14830	True
CIDm00000197	HSF1	9606.ENSP00000431512	0	900	0	0	900	CHEMBL14830	True
CIDm00000181	HSF1	9606.ENSP00000431512	0	900	0	0	900	PUBCHEM:181	False
CIDm00000177	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL170365	True
CIDm00000177	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL170365	True
CIDm00000177	RPS2	9606.ENSP00000341885	644	0	155	0	644	CHEMBL170365	True
CIDm00000177	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL170365	True
CIDm00000175	PAPSS1	9606.ENSP00000265174	644	0	287	0	644	CHEMBL539	True
CIDm00000175	RPL4	9606.ENSP00000311430	644	0	103	0	644	CHEMBL539	True
CIDm00000175	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL539	True
CIDm00000175	RPL7	9606.ENSP00000339795	644	0	114	0	644	CHEMBL539	True
CIDm00000175	RPL3	9606.ENSP00000346001	618	0	145	0	618	CHEMBL539	True
CIDm00000175	PAPSS2	9606.ENSP00000406157	644	0	212	0	644	CHEMBL539	True
CIDm00000175	HSF1	9606.ENSP00000431512	597	0	0	0	597	CHEMBL539	True
CIDm00000174	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	CHEMBL457299	True
CIDm00000174	EEF1G	9606.ENSP00000331901	477	0	218	0	477	CHEMBL457299	True
CIDm00000174	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	CHEMBL457299	True
CIDm00000106	EEF1A2	9606.ENSP00000217182	741	0	165	0	741	CHEMBL1418244	True
CIDm00000073	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL574817	True
CIDs72193709	HSF1	9606.ENSP00000431512	0	900	0	0	900	PUBCHEM:72193709	False
CIDs71627367	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:71627367	False
CIDs70789301	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:70789301	False
CIDs70789301	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:70789301	False
CIDs70789301	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:70789301	False
CIDs70789299	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL2338711	True
CIDs70789299	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL2338711	True
CIDs70789299	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL2338711	True
CIDs54581309	RPL7	9606.ENSP00000339795	653	0	0	0	653	CHEMBL1765705	True
CIDs53723505	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:53723505	False
CIDs52941584	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:52941584	False
CIDs52941584	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:52941584	False
CIDs52941584	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:52941584	False
CIDs52911283	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:52911283	False
