stitch_chemical	protein_id	string_protein	experimental	database	textmining_discarded	prediction_discarded	channel_score	compound_id	mapped_to_chembl
CIDs52911283	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:52911283	False
CIDs52911283	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:52911283	False
CIDs49867889	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:49867889	False
CIDs49867784	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:49867784	False
CIDs49867759	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:49867759	False
CIDs49867759	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:49867759	False
CIDs49867759	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:49867759	False
CIDs49867309	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:49867309	False
CIDs49867309	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:49867309	False
CIDs49867309	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:49867309	False
CIDs49866839	EEF1G	9606.ENSP00000331901	477	0	0	0	477	PUBCHEM:49866839	False
CIDs49866685	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:49866685	False
CIDs49866685	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:49866685	False
CIDs49866685	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:49866685	False
CIDs49866561	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:49866561	False
CIDs49866464	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:49866464	False
CIDs49866464	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:49866464	False
CIDs49866464	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:49866464	False
CIDs49866400	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:49866400	False
CIDs49822695	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:49822695	False
CIDs49822695	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:49822695	False
CIDs49822695	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:49822695	False
CIDs46937130	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:46937130	False
CIDs46936762	PAPSS1	9606.ENSP00000265174	0	800	0	0	800	PUBCHEM:46936762	False
CIDs46936447	PAPSS1	9606.ENSP00000265174	0	800	0	0	800	PUBCHEM:46936447	False
CIDs46173764	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:46173764	False
CIDs46173764	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:46173764	False
CIDs46173764	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:46173764	False
CIDs46173764	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:46173764	False
CIDs44602426	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL215940	True
CIDs44602426	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL215940	True
CIDs44602426	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL215940	True
CIDs44602426	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL215940	True
CIDs44580144	RPL7	9606.ENSP00000339795	409	0	0	0	409	CHEMBL453962	True
CIDs44580138	RPL7	9606.ENSP00000339795	422	0	0	0	422	CHEMBL525031	True
CIDs44580136	RPL7	9606.ENSP00000339795	515	0	0	0	515	CHEMBL448242	True
CIDs44580135	RPL7	9606.ENSP00000339795	490	0	0	0	490	CHEMBL524654	True
CIDs44580134	RPL7	9606.ENSP00000339795	514	0	0	0	514	CHEMBL524688	True
CIDs44580133	RPL7	9606.ENSP00000339795	550	0	0	0	550	CHEMBL524693	True
CIDs44580127	RPL7	9606.ENSP00000339795	490	0	0	0	490	CHEMBL510338	True
CIDs44580124	RPL7	9606.ENSP00000339795	528	0	0	0	528	CHEMBL526551	True
CIDs44337753	EEF1G	9606.ENSP00000331901	561	0	0	0	561	CHEMBL321214	True
CIDs44199360	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:44199360	False
CIDs44199360	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:44199360	False
CIDs44199360	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:44199360	False
CIDs44123843	RPL7	9606.ENSP00000339795	636	0	0	0	636	CHEMBL230333	True
CIDs25193417	RPL7	9606.ENSP00000339795	546	0	0	0	546	CHEMBL526355	True
CIDs25193416	RPL7	9606.ENSP00000339795	440	0	0	0	440	CHEMBL505657	True
CIDs25193412	RPL7	9606.ENSP00000339795	436	0	0	0	436	CHEMBL526492	True
CIDs25193411	RPL7	9606.ENSP00000339795	636	0	0	0	636	CHEMBL525809	True
CIDs25193409	RPL7	9606.ENSP00000339795	421	0	0	0	421	CHEMBL507881	True
CIDs24892762	PAPSS1	9606.ENSP00000265174	0	800	0	0	800	PUBCHEM:24892762	False
CIDs24892762	PAPSS2	9606.ENSP00000406157	0	800	0	0	800	PUBCHEM:24892762	False
CIDs24747923	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1312738	True
CIDs24747342	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1301042	True
CIDs23604753	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1472925	True
CIDs20395750	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:20395750	False
CIDs20395750	EEF1G	9606.ENSP00000331901	477	0	0	0	477	PUBCHEM:20395750	False
CIDs20395750	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:20395750	False
CIDs20274032	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:20274032	False
CIDs20274032	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:20274032	False
CIDs20274032	EEF1G	9606.ENSP00000331901	561	0	0	0	561	PUBCHEM:20274032	False
CIDs20274032	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:20274032	False
CIDs20274032	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:20274032	False
CIDs20274032	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:20274032	False
CIDs20274032	HSF1	9606.ENSP00000431512	597	0	0	0	597	PUBCHEM:20274032	False
CIDs20042692	EEF1A2	9606.ENSP00000217182	577	0	0	0	577	PUBCHEM:20042692	False
CIDs20042692	PAPSS1	9606.ENSP00000265174	865	0	0	0	865	PUBCHEM:20042692	False
CIDs20042692	EEF1G	9606.ENSP00000331901	755	0	0	0	755	PUBCHEM:20042692	False
CIDs20042692	ETF1	9606.ENSP00000353741	690	0	0	0	690	PUBCHEM:20042692	False
CIDs20042692	PAPSS2	9606.ENSP00000406157	865	0	0	0	865	PUBCHEM:20042692	False
CIDs19420248	PAPSS1	9606.ENSP00000265174	837	0	0	0	837	PUBCHEM:19420248	False
CIDs19420248	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:19420248	False
CIDs19420248	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:19420248	False
CIDs19420248	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:19420248	False
CIDs18931838	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:18931838	False
CIDs18931838	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:18931838	False
CIDs18628280	PAPSS1	9606.ENSP00000265174	644	0	0	0	644	PUBCHEM:18628280	False
CIDs18628280	PAPSS2	9606.ENSP00000406157	644	0	0	0	644	PUBCHEM:18628280	False
CIDs18596452	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:18596452	False
CIDs18596452	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:18596452	False
CIDs18596452	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:18596452	False
CIDs16760241	ST6GALNAC1	9606.ENSP00000156626	0	900	268	0	900	PUBCHEM:16760241	False
CIDs16760025	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1230507	True
CIDs16760025	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1230507	True
CIDs16760025	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1230507	True
CIDs16760025	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1230507	True
CIDs16655024	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1230331	True
CIDs16195989	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3190911	True
CIDs16195963	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1971760	True
CIDs16040283	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:16040283	False
CIDs16040283	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:16040283	False
CIDs16040283	RPL3	9606.ENSP00000346001	618	0	128	0	618	PUBCHEM:16040283	False
CIDs16040250	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:16040250	False
CIDs14728174	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:14728174	False
CIDs14728174	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:14728174	False
CIDs14728174	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:14728174	False
CIDs14728174	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:14728174	False
CIDs12876354	PAPSS1	9606.ENSP00000265174	800	0	0	0	800	PUBCHEM:12876354	False
CIDs12803287	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:12803287	False
CIDs12803287	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:12803287	False
CIDs12803287	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:12803287	False
CIDs12803287	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:12803287	False
CIDs12006093	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1495977	True
CIDs12005206	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1333930	True
CIDs12005106	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1339283	True
CIDs11062499	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:11062499	False
CIDs11062499	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:11062499	False
CIDs11062499	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:11062499	False
CIDs10965805	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:10965805	False
CIDs10878285	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:10878285	False
CIDs10878285	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:10878285	False
CIDs10878285	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:10878285	False
CIDs10691837	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:10691837	False
CIDs09859662	HSF1	9606.ENSP00000431512	0	700	169	0	700	CHEMBL1240927	True
CIDs09700330	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3193530	True
CIDs09678325	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3195389	True
CIDs09657171	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3191946	True
CIDs09643155	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3198939	True
CIDs09642058	HSF1	9606.ENSP00000431512	411	0	0	0	411	CHEMBL3191218	True
CIDs09633427	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3195657	True
CIDs09610413	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3193873	True
CIDs09587731	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1481543	True
CIDs09583469	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1965654	True
CIDs09566818	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL2004141	True
CIDs09543443	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL105720	True
CIDs09543443	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL105720	True
CIDs09543443	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL105720	True
CIDs09116001	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1378232	True
CIDs08072991	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1457961	True
CIDs08030390	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1392611	True
CIDs07584226	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3192138	True
CIDs07422385	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1503659	True
CIDs06951134	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1234265	True
CIDs06951134	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1234265	True
CIDs06951134	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1234265	True
CIDs06917864	RPL7	9606.ENSP00000339795	0	700	0	0	700	CHEMBL361497	True
CIDs06857725	EEF1G	9606.ENSP00000331901	561	0	0	0	561	PUBCHEM:6857725	False
CIDs06618865	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1324188	True
CIDs06610292	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL374308	True
CIDs06449989	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:6449989	False
CIDs06449989	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:6449989	False
CIDs06449989	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:6449989	False
CIDs06323289	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL1200937	True
CIDs06323289	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL1200937	True
CIDs06323289	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL1200937	True
CIDs06247456	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3198633	True
CIDs06243882	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1569988	True
CIDs06007566	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3199915	True
CIDs05822367	HSF1	9606.ENSP00000431512	404	0	0	0	404	CHEMBL1539980	True
CIDs05807017	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1423731	True
CIDs05775222	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1973921	True
CIDs05735441	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3192121	True
CIDs05496803	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:5496803	False
CIDs05496803	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:5496803	False
CIDs05496803	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:5496803	False
CIDs05401877	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1904348	True
CIDs05351116	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1330583	True
CIDs05348276	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL3190653	True
CIDs05326960	EEF1G	9606.ENSP00000331901	488	0	0	0	488	PUBCHEM:5326960	False
CIDs05321487	HSF1	9606.ENSP00000431512	0	700	0	0	700	PUBCHEM:5321487	False
CIDs05289394	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:5289394	False
CIDs05289394	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:5289394	False
CIDs05289394	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:5289394	False
CIDs05289243	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:5289243	False
CIDs05289243	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:5289243	False
CIDs05289243	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:5289243	False
CIDs05289231	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:5289231	False
CIDs05289231	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:5289231	False
CIDs05289231	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:5289231	False
CIDs05289145	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:5289145	False
CIDs05289124	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL458512	True
CIDs05289071	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:5289071	False
CIDs05289071	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:5289071	False
CIDs05289071	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:5289071	False
CIDs05289071	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:5289071	False
CIDs05288382	HSF1	9606.ENSP00000431512	0	700	341	0	700	CHEMBL278315	True
CIDs05288232	EEF1G	9606.ENSP00000331901	573	0	0	0	573	PUBCHEM:5288232	False
CIDs05287987	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:5287987	False
CIDs05287712	EEF1G	9606.ENSP00000331901	535	0	262	0	535	PUBCHEM:5287712	False
CIDs05057111	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1597561	True
CIDs04878136	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1573994	True
CIDs04294544	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1496413	True
CIDs04263090	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1453996	True
CIDs03903461	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1507250	True
CIDs03824948	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1303404	True
CIDs03789016	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1569984	True
CIDs03762447	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1500447	True
CIDs03606829	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1579258	True
CIDs03556268	RPS2	9606.ENSP00000341885	755	0	0	0	755	PUBCHEM:3556268	False
CIDs03554231	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1486874	True
CIDs03525351	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1583837	True
CIDs03390551	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1595790	True
CIDs03380837	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1352521	True
CIDs03246323	EEF1A2	9606.ENSP00000217182	741	0	0	0	741	PUBCHEM:3246323	False
CIDs03229425	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1583768	True
CIDs03219869	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1376674	True
CIDs03129671	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1480522	True
CIDs03097536	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1385073	True
CIDs03080744	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:3080744	False
CIDs03080744	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:3080744	False
CIDs03080744	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:3080744	False
CIDs03080744	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:3080744	False
CIDs03000715	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL441	True
CIDs03000226	RPS2	9606.ENSP00000341885	644	0	0	0	644	CHEMBL1256987	True
CIDs02823045	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1605021	True
CIDs02815175	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1562575	True
CIDs02812530	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1525789	True
CIDs02742284	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1406361	True
CIDs02410811	HSF1	9606.ENSP00000431512	400	0	0	0	400	CHEMBL1320794	True
CIDs02409986	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1392142	True
CIDs02408490	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1339678	True
CIDs02403508	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1610938	True
CIDs02401486	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1417851	True
CIDs02367404	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1363796	True
CIDs02360548	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1351963	True
CIDs02324822	HSF1	9606.ENSP00000431512	400	0	0	0	400	CHEMBL1320007	True
CIDs02319352	HSF1	9606.ENSP00000431512	411	0	0	0	411	CHEMBL1606031	True
CIDs02252810	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1573366	True
CIDs02215233	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1470904	True
CIDs02056784	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL261123	True
CIDs01776080	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1910655	True
CIDs01548886	HSF1	9606.ENSP00000431512	0	700	0	0	700	CHEMBL15770	True
CIDs01486505	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1403014	True
CIDs01481829	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1383149	True
CIDs01452801	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1461730	True
CIDs01416750	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1518184	True
CIDs01276569	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1884996	True
CIDs01238357	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1506503	True
CIDs01194328	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1332512	True
CIDs01151030	RPS2	9606.ENSP00000341885	752	0	0	0	752	PUBCHEM:1151030	False
CIDs01151030	RPS3A	9606.ENSP00000346050	752	0	0	0	752	PUBCHEM:1151030	False
CIDs01014820	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1310435	True
CIDs00891145	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1587117	True
CIDs00867602	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1310144	True
CIDs00866501	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1361922	True
CIDs00848023	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1470676	True
CIDs00838877	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL405317	True
CIDs00778068	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1537098	True
CIDs00694255	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1352897	True
CIDs00665332	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1524482	True
CIDs00651433	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1329446	True
CIDs00645210	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1605795	True
CIDs00609289	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1488586	True
CIDs00475367	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:475367	False
CIDs00475367	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:475367	False
CIDs00475367	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:475367	False
CIDs00451597	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:451597	False
CIDs00451597	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:451597	False
CIDs00451597	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:451597	False
CIDs00449459	PAPSS1	9606.ENSP00000265174	0	700	0	0	700	CHEMBL489	True
CIDs00448209	ST6GALNAC1	9606.ENSP00000156626	0	900	113	0	900	PUBCHEM:448209	False
CIDs00446782	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:446782	False
CIDs00446782	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:446782	False
CIDs00446782	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:446782	False
CIDs00446782	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:446782	False
CIDs00446207	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:446207	False
CIDs00446207	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:446207	False
CIDs00446207	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:446207	False
CIDs00446207	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:446207	False
CIDs00445154	HSF1	9606.ENSP00000431512	0	700	103	0	700	CHEMBL165	True
CIDs00444718	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:444718	False
CIDs00444718	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:444718	False
CIDs00444718	RPL3	9606.ENSP00000346001	618	800	0	0	924	PUBCHEM:444718	False
CIDs00444493	HSF1	9606.ENSP00000431512	0	900	0	0	900	PUBCHEM:444493	False
CIDs00444104	EEF1G	9606.ENSP00000331901	514	0	0	0	514	PUBCHEM:444104	False
CIDs00444080	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:444080	False
CIDs00441401	RPL4	9606.ENSP00000311430	644	0	221	0	644	CHEMBL126	True
CIDs00441401	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL126	True
CIDs00441401	RPL3	9606.ENSP00000346001	618	0	184	0	618	CHEMBL126	True
CIDs00440758	PAPSS1	9606.ENSP00000265174	0	800	0	0	800	PUBCHEM:440758	False
CIDs00440758	PAPSS2	9606.ENSP00000406157	0	800	0	0	800	PUBCHEM:440758	False
CIDs00440416	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:440416	False
CIDs00440416	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:440416	False
CIDs00440416	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:440416	False
CIDs00440416	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:440416	False
CIDs00439750	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:439750	False
CIDs00439691	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL553426	True
CIDs00439691	RPL7	9606.ENSP00000339795	644	0	0	0	644	CHEMBL553426	True
CIDs00439691	RPL3	9606.ENSP00000346001	618	0	0	0	618	CHEMBL553426	True
CIDs00439530	RPL3	9606.ENSP00000346001	0	800	0	0	800	CHEMBL2104870	True
CIDs00439424	RPL4	9606.ENSP00000311430	644	0	0	0	644	PUBCHEM:439424	False
CIDs00439424	RPL7	9606.ENSP00000339795	644	0	0	0	644	PUBCHEM:439424	False
CIDs00439424	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:439424	False
CIDs00439424	RPL3	9606.ENSP00000346001	618	0	0	0	618	PUBCHEM:439424	False
CIDs00439417	RPS2	9606.ENSP00000341885	644	0	0	0	644	PUBCHEM:439417	False
CIDs00439196	PAPSS1	9606.ENSP00000265174	0	700	0	0	700	CHEMBL406270	True
CIDs00253602	RPL3	9606.ENSP00000346001	0	800	145	0	800	CHEMBL423192	True
CIDs00233874	HSF1	9606.ENSP00000431512	415	0	0	0	415	CHEMBL1351908	True
CIDs00192790	RPL4	9606.ENSP00000311430	644	0	0	0	644	CHEMBL197110	True
